M, N, latency
528, 1664, 8.503193612774451e-07
528, 832, 4.2515968063872254e-07
528, 416, 2.1257984031936127e-07
544, 53248, 2.8044186626746505e-05
544, 26624, 1.4030269461077843e-05
544, 13312, 7.015134730538922e-06
544, 6656, 3.515743512974052e-06
544, 3328, 1.7660479041916169e-06
544, 1664, 8.830239520958084e-07
544, 832, 4.415119760479042e-07
544, 416, 2.2893213572854293e-07
576, 53248, 2.9695768463073854e-05
576, 26624, 1.4847884231536927e-05
576, 13312, 7.423942115768464e-06
576, 6656, 3.711971057884232e-06
576, 3328, 1.8641616766467065e-06
576, 1664, 9.320808383233532e-07
576, 832, 4.742165668662675e-07
576, 416, 2.4528443113772456e-07
640, 53248, 3.298257984031936e-05
640, 26624, 1.649946606786427e-05
640, 13312, 8.257909181636726e-06
640, 6656, 4.137130738522954e-06
640, 3328, 2.076741516966068e-06
640, 1664, 1.0465469061876247e-06
640, 832, 5.232734530938124e-07
640, 416, 2.616367265469062e-07
1024, 53248, 5.2785209580838324e-05
1024, 26624, 2.6392604790419162e-05
1024, 13312, 1.3196302395209581e-05
1024, 6656, 6.6063273453093815e-06
1024, 3328, 3.3031636726546907e-06
1024, 1664, 1.6515818363273454e-06
1024, 832, 8.339670658682634e-07
1024, 416, 4.2515968063872254e-07
1025, 53248, 5.283426646706586e-05
1025, 26624, 2.6425309381237526e-05
1025, 13312, 1.3212654690618763e-05
1025, 6656, 6.6063273453093815e-06
1025, 3328, 3.3031636726546907e-06
1025, 1664, 1.6515818363273454e-06
1025, 832, 8.339670658682634e-07
1025, 416, 4.2515968063872254e-07
1026, 53248, 5.2883323353293416e-05
1026, 26624, 2.6441661676646708e-05
1026, 13312, 1.3229006986027945e-05
1026, 6656, 6.6226796407185634e-06
1026, 3328, 3.319515968063872e-06
1026, 1664, 1.667934131736527e-06
1026, 832, 8.339670658682634e-07
1026, 416, 4.2515968063872254e-07
1028, 53248, 5.298143712574851e-05
1028, 26624, 2.6490718562874254e-05
1028, 13312, 1.3245359281437127e-05
1028, 6656, 6.6226796407185634e-06
1028, 3328, 3.319515968063872e-06
1028, 1664, 1.667934131736527e-06
1028, 832, 8.339670658682634e-07
1028, 416, 4.2515968063872254e-07
1032, 53248, 5.3194016966067866e-05
1032, 26624, 2.6605184630738524e-05
1032, 13312, 1.3310768463073851e-05
1032, 6656, 6.655384231536926e-06
1032, 3328, 3.335868263473054e-06
1032, 1664, 1.667934131736527e-06
1032, 832, 8.339670658682634e-07
1032, 416, 4.2515968063872254e-07
1040, 53248, 5.36028243512974e-05
1040, 26624, 2.68014121756487e-05
1040, 13312, 1.3408882235528943e-05
1040, 6656, 6.7044411177644715e-06
1040, 3328, 3.3522205588822357e-06
1040, 1664, 1.6842864271457084e-06
1040, 832, 8.503193612774451e-07
1040, 416, 4.2515968063872254e-07
1056, 53248, 5.4420439121756485e-05
1056, 26624, 2.7210219560878242e-05
1056, 13312, 1.3605109780439121e-05
1056, 6656, 6.802554890219561e-06
1056, 3328, 3.4012774451097803e-06
1056, 1664, 1.7006387225548902e-06
1056, 832, 8.503193612774451e-07
1056, 416, 4.2515968063872254e-07
1088, 53248, 5.6072020958083835e-05
1088, 26624, 2.8044186626746505e-05
1088, 13312, 1.4030269461077843e-05
1088, 6656, 7.015134730538922e-06
1088, 3328, 3.515743512974052e-06
1088, 1664, 1.7660479041916169e-06
1088, 832, 8.830239520958084e-07
1088, 416, 4.415119760479042e-07
1152, 53248, 5.937518463073852e-05
1152, 26624, 2.9695768463073854e-05
1152, 13312, 1.4847884231536927e-05
1152, 6656, 7.423942115768464e-06
1152, 3328, 3.711971057884232e-06
1152, 1664, 1.8641616766467065e-06
1152, 832, 9.320808383233532e-07
1152, 416, 4.742165668662675e-07
1280, 53248, 6.596515968063872e-05
1280, 26624, 3.298257984031936e-05
1280, 13312, 1.649946606786427e-05
1280, 6656, 8.257909181636726e-06
1280, 3328, 4.137130738522954e-06
1280, 1664, 2.076741516966068e-06
1280, 832, 1.0465469061876247e-06
1280, 416, 5.232734530938124e-07
1536, 53248, 7.91614620758483e-05
1536, 26624, 3.958890718562874e-05
1536, 13312, 1.9802629740518963e-05
1536, 6656, 9.909491017964072e-06
1536, 3328, 4.954745508982036e-06
1536, 1664, 2.4855489021956086e-06
1536, 832, 1.2427744510978043e-06
1536, 416, 6.213872255489022e-07
2049, 53248, 0.00010560312375249501
2049, 26624, 5.2801561876247506e-05
2049, 13312, 2.6408957085828344e-05
2049, 6656, 1.3212654690618763e-05
2049, 3328, 6.6063273453093815e-06
2049, 1664, 3.3031636726546907e-06
2049, 832, 1.6515818363273454e-06
2049, 416, 8.339670658682634e-07
2050, 53248, 0.00010565218063872255
2050, 26624, 5.283426646706586e-05
2050, 13312, 2.6425309381237526e-05
2050, 6656, 1.3212654690618763e-05
2050, 3328, 6.6063273453093815e-06
